reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Elliot Foster,Finley Bailey,22 March 2025,14:16,Dockyard Operations,"Worker fell from ladder while painting, resulting in concussion.",Dry Dock 2,Accident,Yes,Smoke inhalation from fire in electrical bay
Alex Murray,Jamie Smith,11 July 2025,12:22,Quality Assurance,"crane malfunction caused a steel beam to drop, injuring a contractor.",Dockyard South,Accident,Yes,Severe abrasion from slip on deck
Sawyer Mitchell,Riley Reed,26 January 2024,00:45,Engineering,Exposure to asbestos led to burns.,Fleet Garage,Accident,Yes,Back strain from improper lifting
Elliot Foster,Alex Lee,05 July 2025,01:49,Procurement,"crane malfunction caused a steel beam to drop, injuring two workers.",Main Gate Security,Accident,Yes,Hearing damage from loud machinery
Alex Walker,Logan Pearson,27 January 2025,07:34,HR,"Worker fell from scaffolding while painting, resulting in a fractured leg.",Maintenance Shed,Accident,Yes,Dislocated shoulder during equipment maintenance
Rowan Reed,Logan Payne,04 August 2025,22:29,Operations,"Worker fell from ship deck while repairing the hull, resulting in a fractured leg.",Engineering Workshop,Accident,Yes,Puncture wound from misplaced tool
Drew Bailey,Peyton Hughes,20 April 2024,03:13,Environmental Services,"Worker fell from ship deck while welding, resulting in concussion.",Engineering Workshop,Accident,Yes,Compressed air injury during maintenance
Jamie Brown,Logan Lewis,20 February 2024,15:50,Warehouse,"crane malfunction caused electrical fire, injuring the operator.",Maintenance Shed,Accident,Yes,Fractured ankle due to fall from scaffolding
Spencer Payne,Finley Allen,04 January 2025,21:17,Training & Development,"Worker fell from ship deck while repairing the hull, resulting in concussion.",Main Gate Security,Accident,Yes,Hearing damage from loud machinery
Reese Lee,Alex Clark,20 April 2025,06:15,Research & Development,Exposure to toxic fumes led to a fractured leg.,Reception Area,Accident,Yes,Foreign object in eye from grinding debris
Taylor Davis,Dakota Lee,09 February 2024,13:25,Quality Assurance,Exposure to asbestos led to a fractured leg.,Fuel Depot,Accident,Yes,Compressed air injury during maintenance
Kai Payne,Taylor Bennett,24 November 2024,07:12,Warehouse,"grinder malfunction caused electrical fire, injuring the operator.",Dockyard North,Accident,Yes,Dislocated shoulder during equipment maintenance
Sawyer Johnson,Taylor Mitchell,26 December 2024,21:23,Logistics,Exposure to toxic fumes led to concussion.,IT Server Room,Accident,Yes,Hearing damage from loud machinery
Jesse Murphy,Quinn Walker,10 April 2025,19:36,Finance,"forklift malfunction caused a fuel leak, injuring two workers.",Dry Dock 2,Accident,Yes,Chemical burn from solvent exposure
Spencer Fisher,Rowan Kennedy,09 December 2024,17:56,Procurement,"Worker fell from ship deck while painting, resulting in concussion.",Office - Admin Block,Accident,Yes,Smoke inhalation from fire in electrical bay
Taylor Brown,Sydney Hughes,16 July 2024,23:32,Customer Service,"Worker fell from scaffolding while welding, resulting in concussion.",Reception Area,Accident,Yes,Dislocated shoulder during equipment maintenance
Alex Sullivan,Kai Brown,07 June 2024,22:15,Logistics,Exposure to high-voltage wiring led to a fractured leg.,Dockyard North,Accident,Yes,Hearing damage from loud machinery
Quinn Sullivan,Jordan Ward,10 July 2024,19:39,Customer Service,"Worker fell from scaffolding while painting, resulting in burns.",Cafeteria,Accident,Yes,Burn from hot welding equipment
Finley Brown,Sawyer Morgan,26 July 2025,11:10,IT,Exposure to high-voltage wiring led to concussion.,Training Room,Accident,Yes,Eye irritation from chemical fumes
Reese West,Rowan Morgan,02 May 2025,00:16,Security,"crane malfunction caused electrical fire, injuring a contractor.",Paint Shop,Accident,Yes,Fractured ankle due to fall from scaffolding
Dakota Ward,Cameron Johnson,10 December 2024,03:59,Research & Development,"Worker fell from ladder while repairing the hull, resulting in a fractured leg.",Dockyard South,Accident,Yes,Chemical burn from solvent exposure
Avery Payne,Spencer Lee,23 May 2025,14:02,Quality Assurance,"crane malfunction caused a steel beam to drop, injuring a contractor.",Engineering Workshop,Accident,Yes,Smoke inhalation from fire in electrical bay
Riley Reed,Rowan Kennedy,21 June 2025,14:12,Operations,"forklift malfunction caused electrical fire, injuring two workers.",Electrical Bay,Accident,Yes,Puncture wound from misplaced tool
Spencer Fisher,Emerson Payne,16 April 2025,20:26,Environmental Services,"Worker fell from ship deck while painting, resulting in burns.",Cafeteria,Accident,Yes,Heat exhaustion from prolonged outdoor work
Avery Smith,Alex Lee,18 January 2025,10:28,Ship Maintenance,"Worker fell from ladder while painting, resulting in a fractured leg.",Dockyard North,Accident,Yes,Hearing damage from loud machinery
Morgan Fisher,Blake Sullivan,18 April 2024,00:56,Facilities,"grinder malfunction caused electrical fire, injuring two workers.",Warehouse A,Accident,Yes,Heat exhaustion from prolonged outdoor work
Logan Morgan,Chris Smith,20 February 2025,06:28,Ship Maintenance,"Worker fell from scaffolding while painting, resulting in concussion.",Office - Admin Block,Accident,Yes,Electric shock from faulty wiring
Peyton Bennett,Charlie Murray,03 April 2024,00:00,HR,"forklift malfunction caused electrical fire, injuring a contractor.",Shipyard Pier,Accident,Yes,Fractured wrist from fall on wet surface
Harper Bennett,Avery Reed,31 January 2025,21:50,Environmental Services,"crane malfunction caused a fuel leak, injuring a contractor.",Warehouse B,Accident,Yes,Smoke inhalation from fire in electrical bay
Sydney Fisher,Sydney Fisher,11 June 2025,03:20,Quality Assurance,"Worker fell from scaffolding while welding, resulting in burns.",Dry Dock 2,Accident,Yes,Fractured wrist from fall on wet surface
Dakota Walker,Chris Brown,30 September 2024,09:39,Fleet Management,Exposure to toxic fumes led to a fractured leg.,Maintenance Shed,Accident,Yes,Heat exhaustion from prolonged outdoor work
Riley Murray,Logan Walker,16 August 2024,17:33,Communications,Exposure to asbestos led to burns.,IT Server Room,Accident,Yes,Smoke inhalation from fire in electrical bay
Dakota West,Finley Lewis,25 May 2025,12:10,Procurement,"Worker fell from scaffolding while painting, resulting in burns.",Shipyard Pier,Accident,Yes,Compressed air injury during maintenance
Drew Walker,Spencer Holmes,29 July 2025,17:50,Customer Service,"Worker fell from scaffolding while repairing the hull, resulting in a fractured leg.",IT Server Room,Accident,Yes,Back strain from improper lifting
Skyler Johnson,Spencer Davis,03 February 2024,15:16,Health & Safety,Exposure to asbestos led to burns.,Fuel Depot,Accident,Yes,Foreign object in eye from grinding debris
Harper Holmes,Peyton Smith,16 October 2024,20:58,Environmental Services,Exposure to toxic fumes led to a fractured leg.,Maintenance Shed,Accident,Yes,Chemical burn from solvent exposure
Elliot Graham,Sydney Sullivan,10 March 2025,18:50,Engineering,"Worker fell from scaffolding while painting, resulting in a fractured leg.",Electrical Bay,Accident,Yes,Fractured ankle due to fall from scaffolding
Alex Graham,Finley Ward,30 June 2025,17:23,Quality Assurance,Exposure to asbestos led to burns.,Electrical Bay,Accident,Yes,Electric shock from faulty wiring
Chris Mitchell,Sydney West,12 May 2025,01:42,Procurement,Exposure to asbestos led to a fractured leg.,Main Gate Security,Accident,Yes,Smoke inhalation from fire in electrical bay
Cameron Reed,Avery Graham,27 July 2025,02:21,Training & Development,"Worker fell from scaffolding while welding, resulting in a fractured leg.",Engineering Workshop,Accident,Yes,Crush injury to hand from hydraulic press
Charlie Hughes,Dakota Murray,26 July 2024,06:37,Fleet Management,Exposure to toxic fumes led to burns.,Main Gate Security,Accident,Yes,Fractured ankle due to fall from scaffolding
Sawyer Davis,Kai Brown,04 January 2024,22:53,Training & Development,"forklift malfunction caused a fuel leak, injuring the operator.",Reception Area,Accident,Yes,Severe abrasion from slip on deck
Taylor Reed,Taylor Fisher,04 June 2024,03:37,HR,"Worker fell from ship deck while welding, resulting in concussion.",Main Gate Security,Accident,Yes,Electric shock from faulty wiring
Emerson Morgan,Harper Murray,13 November 2024,19:21,Training & Development,"Worker fell from ship deck while painting, resulting in burns.",Dockyard South,Accident,Yes,Trip hazard fall resulting in bruising
Peyton Smith,Alex Holmes,06 March 2024,21:47,Procurement,"crane malfunction caused electrical fire, injuring a contractor.",Dockyard South,Accident,Yes,Fractured ankle due to fall from scaffolding
Logan Morgan,Jordan Pearson,30 March 2024,06:11,Training & Development,"Worker fell from ship deck while repairing the hull, resulting in burns.",Tool Crib,Accident,Yes,Minor cuts and bruises
Casey Brown,Peyton Murray,06 August 2025,15:39,Procurement,"grinder malfunction caused electrical fire, injuring the operator.",Office - Admin Block,Accident,Yes,Chemical burn from solvent exposure
Chris Sullivan,Skyler West,21 May 2024,14:12,Dockyard Operations,Exposure to high-voltage wiring led to concussion.,Training Room,Accident,Yes,Severe abrasion from slip on deck
Frankie Robinson,Jordan Bailey,21 February 2024,01:03,Security,Exposure to toxic fumes led to a fractured leg.,Dockyard North,Accident,Yes,Fractured wrist from fall on wet surface
Riley Allen,Frankie Payne,15 April 2025,20:26,Dockyard Operations,"grinder malfunction caused a steel beam to drop, injuring a contractor.",Engineering Workshop,Accident,Yes,Chemical burn from solvent exposure
Spencer Murray,Harper Fisher,25 March 2024,13:19,Warehouse,Exposure to toxic fumes led to burns.,Office - Admin Block,Accident,Yes,Heat exhaustion from prolonged outdoor work
Dakota Holmes,Elliot Foster,20 March 2025,06:25,Finance,Exposure to asbestos led to a fractured leg.,IT Server Room,Accident,Yes,Eye irritation from chemical fumes
Jesse Reed,Jamie Kennedy,20 July 2025,13:32,Ship Maintenance,"crane malfunction caused a steel beam to drop, injuring a contractor.",Office - Admin Block,Accident,Yes,Burn from hot welding equipment
Charlie Clark,Sawyer Foster,19 June 2024,05:48,HR,Exposure to high-voltage wiring led to concussion.,Fuel Depot,Accident,Yes,Foreign object in eye from grinding debris
Chris Murray,Elliot Sullivan,04 November 2024,06:01,IT,"Worker fell from scaffolding while repairing the hull, resulting in concussion.",Shipyard Pier,Accident,Yes,Laceration from sharp metal panel
Jesse Walker,Skyler Graham,20 January 2025,08:06,Customer Service,Exposure to asbestos led to a fractured leg.,Main Gate Security,Accident,Yes,Back strain from improper lifting
Alex Allen,Kai Walker,11 January 2025,10:26,Security,Exposure to toxic fumes led to burns.,Training Room,Accident,Yes,Chemical burn from solvent exposure
Sydney Cooper,Morgan Reed,12 April 2025,14:27,Warehouse,Exposure to asbestos led to burns.,Tool Crib,Accident,Yes,Laceration from sharp metal panel
Emerson Clark,Sydney Cooper,29 June 2025,21:29,Operations,"forklift malfunction caused a steel beam to drop, injuring two workers.",Tool Crib,Accident,Yes,Crush injury to hand from hydraulic press
Elliot Morgan,Skyler Murphy,31 August 2024,05:33,Communications,"crane malfunction caused electrical fire, injuring the operator.",Training Room,Accident,Yes,Fractured wrist from fall on wet surface
Taylor Brown,Jamie Bailey,20 November 2024,14:38,Customer Service,"Worker fell from ladder while painting, resulting in concussion.",Reception Area,Accident,Yes,Fractured ankle due to fall from scaffolding
Rowan Bailey,Jamie Johnson,20 June 2024,21:49,Dockyard Operations,"forklift malfunction caused a steel beam to drop, injuring the operator.",Fuel Depot,Accident,Yes,Compressed air injury during maintenance
Blake Morgan,Sydney Morgan,05 October 2024,14:47,Quality Assurance,"Worker fell from ladder while repairing the hull, resulting in concussion.",Warehouse A,Accident,Yes,Burn from hot welding equipment
Elliot Clark,Finley Kennedy,05 August 2025,20:25,Ship Maintenance,Exposure to high-voltage wiring led to a fractured leg.,Training Room,Accident,Yes,Chemical burn from solvent exposure
Reese Parker,Charlie Holmes,22 December 2024,23:39,Security,"Worker fell from scaffolding while repairing the hull, resulting in a fractured leg.",Shipyard Pier,Accident,Yes,Burn from hot welding equipment
Avery Hughes,Jesse Fisher,20 February 2025,12:39,Quality Assurance,"Worker fell from ship deck while welding, resulting in burns.",Reception Area,Accident,Yes,Electric shock from faulty wiring
Drew Johnson,Reese Mitchell,14 September 2024,05:30,HR,"Worker fell from ship deck while welding, resulting in burns.",Cafeteria,Accident,Yes,Laceration from sharp metal panel
Jamie Ward,Casey Brown,20 April 2024,04:14,Engineering,"Worker fell from scaffolding while painting, resulting in a fractured leg.",Paint Shop,Accident,Yes,Puncture wound from misplaced tool
Jesse Payne,Frankie Sullivan,01 March 2024,06:30,IT,Exposure to toxic fumes led to concussion.,Office - Admin Block,Accident,Yes,Electric shock from faulty wiring
Riley Payne,Sydney Hughes,12 September 2024,00:59,Ship Maintenance,"Worker fell from ladder while welding, resulting in burns.",Maintenance Shed,Accident,Yes,Puncture wound from misplaced tool
Cameron Cooper,Avery Kennedy,29 January 2025,02:51,Communications,"Worker fell from ship deck while repairing the hull, resulting in a fractured leg.",Shipyard Pier,Accident,Yes,Trip hazard fall resulting in bruising
Casey Bennett,Skyler Walker,04 May 2025,14:40,IT,"forklift malfunction caused electrical fire, injuring a contractor.",Office - Admin Block,Accident,Yes,Fractured wrist from fall on wet surface
Cameron Kennedy,Charlie Clark,07 July 2025,15:35,Logistics,Exposure to high-voltage wiring led to burns.,Training Room,Accident,Yes,Laceration from sharp metal panel
Alex Parker,Jamie Graham,09 January 2025,02:28,Warehouse,Exposure to high-voltage wiring led to a fractured leg.,IT Server Room,Accident,Yes,Fractured ankle due to fall from scaffolding
Charlie Murray,Casey Lee,10 August 2024,18:41,Warehouse,"crane malfunction caused a fuel leak, injuring two workers.",Tool Crib,Accident,Yes,Fractured ankle due to fall from scaffolding
Dakota Bailey,Elliot Foster,29 July 2025,03:25,Engineering,"forklift malfunction caused a fuel leak, injuring two workers.",Paint Shop,Accident,Yes,Crush injury to hand from hydraulic press
Kai Sullivan,Taylor Murphy,25 July 2025,06:39,Engineering,"crane malfunction caused a fuel leak, injuring the operator.",Warehouse B,Accident,Yes,Electric shock from faulty wiring
